estimator,bias,rmse,bias_emp_ci_lower,bias_emp_ci_upper,abs_bias,dgp_number,N,T,fact_label,eps_autocorrelated,avg_diff_in_loading,eta_y,tau_x,beta,true_att,err_label,dgp_label
TWFE via OLS,1.2284998077938505e-4,0.16486987453968216,-0.3342296139093453,0.3265932307947121,0.12922031744084203,3,50,15,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-0.9999590427100673,1.007447144045323,-1.2389091079661985,-0.762608772516566,0.9999590427100673,3,50,15,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,-2.696933818327985e-4,0.15871158083253897,-0.31820054182681873,0.28175165012059444,0.12545107288434404,3,50,15,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,-1.2557785441432944e-4,0.1469781194379198,-0.2955854461729068,0.27081993428050405,0.11713739288447103,3,50,15,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.1320051562444848,1.1385228664235603,-1.3585357046226672,-0.8793539065334804,1.1320051562444848,3,50,15,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.9517503240154512,1.0217624568930619,-1.6850800732910785,-0.276298555894665,0.9529369038756598,3,50,15,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.6247139935197066,1.640411209114351,-2.0873573974195474,-1.1761202619854358,1.6247139935197066,3,50,15,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.004874609637365285,0.17462757696357173,-0.3484463505198053,0.3396501540795634,0.13577364662419975,3,50,15,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.0014822266560365499,0.16526235037849124,-0.3305235437669378,0.32896678330335555,0.12909856754627091,3,50,15,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.0869919647577302,1.0937537705352067,-1.3299350392180904,-0.8508828817817747,1.0869919647577302,3,50,15,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-2.1656030710979555,2.3005994758024646,-3.6113155177221152,-0.6192088224529847,2.166433905521583,3,50,15,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-2.0331408609524018,2.068952036134312,-2.79346508420934,-1.3025722906156423,2.0331408609524018,3,50,15,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.03128070361577883,0.40924164542406666,-0.806868001452238,0.8384301766524351,0.3251453289651601,3,50,15,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.04412738947993366,0.3900486412594076,-0.7029538503110933,0.8014085086671847,0.30919909575687005,3,50,15,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-0.9723109117507152,1.0145762776658305,-1.509940240448347,-0.4226135127047852,0.9723109117507152,3,50,15,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,0.021405732436085186,0.44828831667354513,-0.8495263160608592,0.9076756701269021,0.35500006556488006,3,50,15,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-0.9920628405343015,1.0451409364944328,-1.6260744583481332,-0.3577558644798609,0.9921448385285591,3,50,15,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.019821678005868405,0.4320642039583791,-0.8608434151499967,0.8141505826812133,0.34457754655897077,3,50,15,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.03381676838922813,0.4042673963633738,-0.7248084182041896,0.7969161224559304,0.3232035949200331,3,50,15,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-0.9926934228461375,1.0357493905214368,-1.5873272486909096,-0.40851778898584157,0.9928649329060706,3,50,15,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.9483024190536621,1.1068763669912345,-2.0259536544625907,0.18118231286336464,0.9715450572352332,3,50,15,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.514310587595709,1.5616097467349561,-2.249162328250198,-0.7414959176569319,1.514310587595709,3,50,15,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,-0.0035494942936208944,0.4017088693163019,-0.7833440652222051,0.7643942206695379,0.324679753974587,3,50,15,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,-0.0011865318623165394,0.38124348368312494,-0.7574870113305299,0.7080462286767965,0.30678962720769665,3,50,15,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.035282578484616,1.0702446493131907,-1.5902741772869955,-0.5092588995583126,1.035282578484616,3,50,15,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,0.7394952189193674,0.8979783804475239,-0.2690908095378521,1.7551823798517436,0.7726519632439304,3,50,15,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-0.987378195638376,1.0476529202892406,-1.6986348428486993,-0.3050445352554478,0.9874353540872189,3,50,15,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,-0.0023390536551994067,0.09413749702159696,-0.18300896875449563,0.18561518450568687,0.07247776428895168,1,300,5,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth,-0.0034012037691388847,0.07398592253081868,-0.1496615602963595,0.15059838177195128,0.05911067101931857,1,300,5,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,-8.605918475957338e-4,0.05221002786658325,-0.09614531167465426,0.10645805236869713,0.04156045909134963,1,300,5,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,-0.0039616669219225,0.07574542747594508,-0.14893057308206512,0.15930219142532892,0.06040941450065458,1,300,5,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,-0.0010351168378392275,0.053413384690347114,-0.09910734486000998,0.10872475391278325,0.0427026822196573,1,300,5,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TECCE,-3.6917304681246096e-4,0.10386256138110471,-0.21296926728734106,0.19032137353427803,0.07794158229837134,1,300,5,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth,6.556062616065946e-4,0.07220658687590771,-0.1387750433598135,0.1378068719022457,0.0578390815358039,1,300,5,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,-1.5087064489640204e-4,0.05218913921588497,-0.10161342020647572,0.09740904668816987,0.04201360157726875,1,300,5,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,7.772226837947084e-4,0.0839434267120555,-0.16030777513722444,0.16125059813352538,0.06767408957414181,1,300,5,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,4.277507898333496e-4,0.057095656613766636,-0.11672999407759824,0.1037735309291309,0.04634812448649069,1,300,5,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TECCE,-0.005237410273800725,0.12516498004419035,-0.24289322363500312,0.23587149961408788,0.09297808983953902,1,300,5,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth,-7.899583068630147e-5,0.0850465808166462,-0.1587944680985111,0.16898066644513746,0.06938318119124748,1,300,5,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.004382704474865675,0.05769561592611169,-0.1106317830866532,0.11058063766541669,0.046753116081417675,1,300,5,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,0.009941961582125094,0.20547997421219455,-0.3803753863444973,0.4125622413735799,0.16539023591869662,1,300,5,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,0.007183221669353302,0.11040408305770058,-0.20600851085703104,0.2269318511848213,0.08830457754891258,1,300,5,Autocorrelated,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TECCE,-0.010759712728542006,0.26668593861902434,-0.5064990752408751,0.45105166293761506,0.19190862810715142,1,300,5,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.028981056696675174,0.1899830897981277,-0.3584615700423399,0.40710697695481535,0.14920133282741327,1,300,5,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.031325370588976206,0.1351800770712522,-0.21327715936424227,0.27912276286983245,0.10744206067827518,1,300,5,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,-0.0020688231949421293,0.1922063582604763,-0.37076028022488194,0.383112533862928,0.15254354834090125,1,300,5,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,0.0015626805619376922,0.13627306373314974,-0.2545862905765433,0.2634969421536884,0.10749286227868965,1,300,5,Constant,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TECCE,0.008893409916712659,0.26268405686467716,-0.476355811379173,0.4798332704633061,0.19481651646834985,1,300,5,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.025855323350196423,0.18585336404450553,-0.3415506676302705,0.374788712716496,0.15013491027283135,1,300,5,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.024237528351203068,0.13136455921432083,-0.24035236034676893,0.2950542235407101,0.10390427908319666,1,300,5,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,0.010414045782926906,0.18921693207150142,-0.35269933253190033,0.3755720317802062,0.1524478353041914,1,300,5,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,0.0072436478633516885,0.13400669276993177,-0.2794588035395015,0.27931866449562626,0.10501102190871407,1,300,5,Linear Trend,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TECCE,-8.010021658610121e-4,0.2453294235326136,-0.47423728455776576,0.4618145069334386,0.18099205312186434,1,300,5,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth,-7.337139094385627e-4,0.18028557774390908,-0.3372406694474029,0.339238108506561,0.14476892529367294,1,300,5,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,-0.0030042921971685575,0.12580548279161335,-0.23708437618970987,0.24200389266881508,0.10026656731467609,1,300,5,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,-0.006331620533042687,0.23217699094325928,-0.46427916997785157,0.4455126816162049,0.18557099878351127,1,300,5,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,-0.008955202245476024,0.15675138318037093,-0.32607827063827366,0.2991230301097112,0.12567144167589236,1,300,5,Autocorrelated,TRUE,0,0,0,1,0,AR(1),"$\kappa = 0$, $\tau_x = 0$"
TECCE,0.008644030967550167,0.14381215828237395,-0.17193237027944383,0.19699287946587782,0.07049307735920733,2,300,5,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,0.0015399915208764575,0.06455269320204021,-0.12705889248703206,0.1280822744244977,0.05098991431474739,2,300,5,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,-6.04540177859982e-4,0.04429394375297153,-0.08963032660511677,0.08462842840474838,0.035139967674527775,2,300,5,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,0.001894522344224383,0.07389765275851917,-0.14798016026058491,0.1457480086499831,0.05850999578441934,2,300,5,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-6.319116626423326e-4,0.050493749394206665,-0.10050340850482581,0.09565181391252046,0.039737516409010486,2,300,5,Constant,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,0.0017484170179105454,0.09458783382159784,-0.15851356834004476,0.16638688313072378,0.06636015697663154,2,300,5,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,2.2584488053637914e-4,0.06420928345670879,-0.1276319696065956,0.12604724668492412,0.05130531578463658,2,300,5,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,0.002336949730831713,0.046483930421404036,-0.09335724051716232,0.0906000819291553,0.03694174998458335,2,300,5,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,-0.31119347059224284,0.32304835317593966,-0.480189782055696,-0.1457996477813616,0.31119347059224284,2,300,5,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-0.1443750661254749,0.155258266600845,-0.2642427820741013,-0.03552639098544229,0.14464201094562754,2,300,5,Linear Trend,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,8.263798919895869e-4,0.10617989494840878,-0.16293699912914,0.15998463743743144,0.06283005712459003,2,300,5,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,-0.001830974869751529,0.05812434762128155,-0.11277042354612302,0.11723942332232981,0.04584884324352845,2,300,5,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,-0.0018094043929243633,0.042357254138045884,-0.08376714877363904,0.07967030561473656,0.03390089432189985,2,300,5,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,0.39331123504295784,0.40354062791569084,0.21862549781696133,0.5734787740133427,0.39331123504295784,2,300,5,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,0.1357162887717607,0.14972719913782997,0.008366750922149295,0.25859902281670927,0.13667090077434949,2,300,5,Autocorrelated,FALSE,-0.5,0,0,1,0,Independent,"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,0.006198528136557011,0.22571045501031922,-0.3953847795091213,0.43545253198956935,0.17006087796408054,2,300,5,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,0.03001726957052184,0.16654777853310188,-0.30286383938203587,0.34744010158528743,0.1350193613621656,2,300,5,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,0.0307336980353318,0.12395194001209763,-0.2037903438366114,0.26285299645403226,0.10069638702606583,2,300,5,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,0.00569423716165353,0.18979536394706545,-0.3535029239458467,0.38235275134578245,0.15359663175742766,2,300,5,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,0.007391639493403791,0.1383734375343653,-0.2626686256017699,0.27279893652336273,0.11198380239473169,2,300,5,Constant,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,0.008315138518172713,0.23196388912553476,-0.41063512217147674,0.4711744176922691,0.16809894470873243,2,300,5,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,0.017164229078724873,0.17083588754678694,-0.30689484810232737,0.3424122154487251,0.1352966789543559,2,300,5,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,0.017187822985557745,0.11585372760635923,-0.204765080498483,0.23840528203024317,0.09226113379997689,2,300,5,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,-0.3077961610120437,0.36335781316883664,-0.6784025373165166,0.07339537076961454,0.3187553564055093,2,300,5,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-0.15132504906486624,0.19800196285545538,-0.4009015979306711,0.09093796531273554,0.16562087052578506,2,300,5,Linear Trend,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,0.014057034315694699,0.2920647922004304,-0.5430514682218657,0.5890319962639597,0.21730621103884928,2,300,5,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth,0.024386128508391627,0.2015709858286486,-0.3845384386620082,0.395407118690574,0.1617893602789733,2,300,5,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
gsynth with Control,0.021865006065100865,0.13883836314293,-0.24468019916892916,0.29929636328418074,0.11138843567726942,2,300,5,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE via OLS,-1.7572800761745166,1.7839049628665966,-2.361622525838777,-1.1355257516968362,1.7572800761745166,2,300,5,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TWFE with Control,-0.698432133784043,0.7238479562662441,-1.0589862814536588,-0.3346437764835018,0.698432133784043,2,300,5,Autocorrelated,TRUE,-0.5,0,0,1,0,AR(1),"$\kappa = -0.5$, $\tau_x = 0$"
TECCE,0.00381173543206901,0.09233448461711333,-0.15902681835338087,0.1805682881939558,0.0666328778509592,3,300,5,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,-3.6522062755708397e-4,0.0633119083110607,-0.12273867140809612,0.12666640040891516,0.05082919021888897,3,300,5,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.0345819669904783,1.0363035383738701,-1.1533621101223828,-0.9231600159251849,1.0345819669904783,3,300,5,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-7.163468491463013e-4,0.07246637392703925,-0.13580862371935493,0.1441471805018262,0.057826250791978236,3,300,5,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-0.9982844011338886,1.0001127586077834,-1.1177031399104316,-0.8816618098042922,0.9982844011338886,3,300,5,Constant,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.003275392678702688,0.09330670484923093,-0.1732502651363213,0.18922702273179998,0.06984811575521713,3,300,5,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.0018517235179380566,0.066346508802103,-0.1344376141167869,0.1297205325629427,0.05318639136445431,3,300,5,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.2494001098361711,1.251152717943274,-1.382939497934665,-1.1198238708013732,1.2494001098361711,3,300,5,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.3111985148817957,0.3231691503814061,-0.4831733527953666,-0.14045221011827239,0.3111985148817957,3,300,5,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.2036927783547682,1.2054771763605836,-1.335503361732214,-1.0687902918374117,1.2036927783547682,3,300,5,Linear Trend,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.0017254298575636686,0.09636595475783824,-0.1670268439636691,0.1780592907989445,0.0689686665803294,3,300,5,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,-0.002852089842856044,0.06612704802216453,-0.1329691711252613,0.12830426949778026,0.05261983871058742,3,300,5,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.1924817524398184,1.1941719989578536,-1.3169125576975782,-1.0717258607678617,1.1924817524398184,3,300,5,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.13611770369784876,0.1572147070712766,-0.2964357753732862,0.020737325783578345,0.13851109618960106,3,300,5,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.2408577274422112,1.242569137096215,-1.3735843934679492,-1.1090199363653648,1.2408577274422112,3,300,5,Autocorrelated,FALSE,-0.5,0,1,1,1,Independent,"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,-0.0014240528300994229,0.22242138684304405,-0.46729087346558756,0.3814364427255172,0.16701112573957339,3,300,5,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.021781548102048912,0.17035933364142855,-0.3055043038899183,0.3388185823625904,0.13729700114191723,3,300,5,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-0.9886221220494754,0.9957679616689961,-1.2294858140599902,-0.770691903078286,0.9886221220494754,3,300,5,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.0025695843329369026,0.1949918857294691,-0.36431700788248783,0.37411177666125267,0.15674771513587216,3,300,5,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.0055460468302024,1.0145024643290825,-1.277921147253524,-0.7428779522506105,1.0055460468302024,3,300,5,Constant,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.005470749261708096,0.23347604732686425,-0.48560799832798385,0.5021998860157826,0.17123220213101586,3,300,5,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.01341004199281459,0.1628101285294922,-0.29007788305495147,0.32736898818007565,0.1304789717204188,3,300,5,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.0233512226181598,1.031198359157019,-1.2649008076637192,-0.7793987977993844,1.0233512226181598,3,300,5,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.31074303485683435,0.36440126930236383,-0.6950656008249605,0.04429789998165452,0.31795833322562755,3,300,5,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.1570405143566258,1.165458237574659,-1.426922394632882,-0.8877636593383291,1.1570405143566258,3,300,5,Linear Trend,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.0016158402228863048,0.24618619201055825,-0.48451334936731305,0.49356076437881635,0.18526841006820527,3,300,5,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth,0.025088818027233315,0.18838732879950792,-0.32405674154233505,0.37031319577504085,0.14875379898190752,3,300,5,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
gsynth with Control,-1.0007083289512573,1.0093384138651953,-1.2497831731851243,-0.7413788295409081,1.0007083289512573,3,300,5,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE via OLS,-0.7296627656337256,0.7613800376685556,-1.1320164892793507,-0.2728683796457418,0.7296694343187601,3,300,5,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TWFE with Control,-1.4310951656391684,1.4384213341297534,-1.7034513164679281,-1.1384242458271296,1.4310951656391684,3,300,5,Autocorrelated,TRUE,-0.5,0,1,1,1,AR(1),"$\kappa = -0.5$, $\tau_x = 1$"
TECCE,0.004338521241202019,0.07426124419669317,-0.14333045222383328,0.14531780345037204,0.05870950765817928,1,300,10,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth,0.004519910616044459,0.06774478440773936,-0.12740737970874785,0.13746288258658731,0.053954624686483287,1,300,10,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
gsynth with Control,0.0020973556723639123,0.04734285377971496,-0.09326789328386867,0.09375431688519802,0.03759440943920547,1,300,10,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE via OLS,0.004111583864724844,0.06940265390711481,-0.12728796157550162,0.1383756756000214,0.0554500462637402,1,300,10,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TWFE with Control,0.0014436660521267761,0.048547312446895176,-0.09729925444330668,0.0962599614908737,0.03850849059374435,1,300,10,Constant,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
TECCE,-0.0017151176087767844,0.08163285911039486,-0.1527379412961526,0.15722866575374342,0.06533490125187463,1,300,10,Linear Trend,FALSE,0,0,0,1,0,Independent,"$\kappa = 0$, $\tau_x = 0$"
